/Users/velocityworks/PycharmProjects/z_metric/.venv/bin/python /Users/velocityworks/PycharmProjects/z_metric/src/main/sandbox/main.py
🚀 Bootstrapping 360-prime wheel...
✅ Wheel initialized with 360 primes (up to 2423)
🌟 COLLISION! Prime 19087 at position 7 (collision #1797)
🌟 COLLISION! Prime 19121 at position 41 (collision #1798)
🌟 COLLISION! Prime 19139 at position 59 (collision #1799)
🌟 COLLISION! Prime 19141 at position 61 (collision #1800)
🌟 COLLISION! Prime 19157 at position 77 (collision #1801)
🌟 COLLISION! Prime 19163 at position 83 (collision #1802)
🌟 COLLISION! Prime 19181 at position 101 (collision #1803)
🌟 COLLISION! Prime 19183 at position 103 (collision #1804)
🌟 COLLISION! Prime 19207 at position 127 (collision #1805)
🌟 COLLISION! Prime 19211 at position 131 (collision #1806)
🌟 COLLISION! Prime 19213 at position 133 (collision #1807)
🌟 COLLISION! Prime 19219 at position 139 (collision #1808)
🌟 COLLISION! Prime 19231 at position 151 (collision #1809)
🌟 COLLISION! Prime 19237 at position 157 (collision #1810)
🌟 COLLISION! Prime 19249 at position 169 (collision #1811)
🌟 COLLISION! Prime 19259 at position 179 (collision #1812)
🌟 COLLISION! Prime 19267 at position 187 (collision #1813)
🌟 COLLISION! Prime 19273 at position 193 (collision #1814)
🌟 COLLISION! Prime 19289 at position 209 (collision #1815)
🌟 COLLISION! Prime 19301 at position 221 (collision #1816)
🌟 COLLISION! Prime 19309 at position 229 (collision #1817)
🌟 COLLISION! Prime 19319 at position 239 (collision #1818)
🌟 COLLISION! Prime 19333 at position 253 (collision #1819)
🌟 COLLISION! Prime 19373 at position 293 (collision #1820)
🌟 COLLISION! Prime 19379 at position 299 (collision #1821)
🌟 COLLISION! Prime 19381 at position 301 (collision #1822)
🌟 COLLISION! Prime 19387 at position 307 (collision #1823)
🌟 COLLISION! Prime 19391 at position 311 (collision #1824)
🌟 COLLISION! Prime 19403 at position 323 (collision #1825)
🌟 COLLISION! Prime 19417 at position 337 (collision #1826)
🌟 COLLISION! Prime 19421 at position 341 (collision #1827)
🌟 COLLISION! Prime 19423 at position 343 (collision #1828)
🌟 COLLISION! Prime 19427 at position 347 (collision #1829)
🌟 COLLISION! Prime 19429 at position 349 (collision #1830)
🌟 COLLISION! Prime 19433 at position 353 (collision #1831)
🌟 COLLISION! Prime 19441 at position 1 (collision #1832)
🌟 COLLISION! Prime 19447 at position 7 (collision #1833)
🌟 COLLISION! Prime 19457 at position 17 (collision #1834)
🌟 COLLISION! Prime 19463 at position 23 (collision #1835)
🌟 COLLISION! Prime 19469 at position 29 (collision #1836)
🌟 COLLISION! Prime 19471 at position 31 (collision #1837)
🌟 COLLISION! Prime 19477 at position 37 (collision #1838)
🌟 COLLISION! Prime 19483 at position 43 (collision #1839)
🌟 COLLISION! Prime 19489 at position 49 (collision #1840)
🌟 COLLISION! Prime 19501 at position 61 (collision #1841)
🌟 COLLISION! Prime 19507 at position 67 (collision #1842)
🌟 COLLISION! Prime 19531 at position 91 (collision #1843)
🌟 COLLISION! Prime 19541 at position 101 (collision #1844)
🌟 COLLISION! Prime 19543 at position 103 (collision #1845)
🌟 COLLISION! Prime 19553 at position 113 (collision #1846)
🌟 COLLISION! Prime 19559 at position 119 (collision #1847)
🌟 COLLISION! Prime 19571 at position 131 (collision #1848)
🌟 COLLISION! Prime 19577 at position 137 (collision #1849)
🌟 COLLISION! Prime 19583 at position 143 (collision #1850)
🌟 COLLISION! Prime 19597 at position 157 (collision #1851)
🌟 COLLISION! Prime 19603 at position 163 (collision #1852)
🌟 COLLISION! Prime 19609 at position 169 (collision #1853)
🌟 COLLISION! Prime 19661 at position 221 (collision #1854)
🌟 COLLISION! Prime 19681 at position 241 (collision #1855)
🌟 COLLISION! Prime 19687 at position 247 (collision #1856)
🌟 COLLISION! Prime 19697 at position 257 (collision #1857)
🌟 COLLISION! Prime 19699 at position 259 (collision #1858)
🌟 COLLISION! Prime 19709 at position 269 (collision #1859)
🌟 COLLISION! Prime 19717 at position 277 (collision #1860)
🌟 COLLISION! Prime 19727 at position 287 (collision #1861)
🌟 COLLISION! Prime 19739 at position 299 (collision #1862)
🌟 COLLISION! Prime 19751 at position 311 (collision #1863)
🌟 COLLISION! Prime 19753 at position 313 (collision #1864)
🌟 COLLISION! Prime 19759 at position 319 (collision #1865)
🌟 COLLISION! Prime 19763 at position 323 (collision #1866)
🌟 COLLISION! Prime 19777 at position 337 (collision #1867)
🌟 COLLISION! Prime 19793 at position 353 (collision #1868)
🌟 COLLISION! Prime 19801 at position 1 (collision #1869)
🌟 COLLISION! Prime 19813 at position 13 (collision #1870)
🌟 COLLISION! Prime 19819 at position 19 (collision #1871)
🌟 COLLISION! Prime 19841 at position 41 (collision #1872)
🌟 COLLISION! Prime 19843 at position 43 (collision #1873)
🌟 COLLISION! Prime 19853 at position 53 (collision #1874)
🌟 COLLISION! Prime 19861 at position 61 (collision #1875)
🌟 COLLISION! Prime 19867 at position 67 (collision #1876)
🌟 COLLISION! Prime 19889 at position 89 (collision #1877)
🌟 COLLISION! Prime 19891 at position 91 (collision #1878)
🌟 COLLISION! Prime 19913 at position 113 (collision #1879)
🌟 COLLISION! Prime 19919 at position 119 (collision #1880)
🌟 COLLISION! Prime 19927 at position 127 (collision #1881)
🌟 COLLISION! Prime 19937 at position 137 (collision #1882)
🌟 COLLISION! Prime 19949 at position 149 (collision #1883)
🌟 COLLISION! Prime 19961 at position 161 (collision #1884)
🌟 COLLISION! Prime 19963 at position 163 (collision #1885)
🌟 COLLISION! Prime 19973 at position 173 (collision #1886)
🌟 COLLISION! Prime 19979 at position 179 (collision #1887)
🌟 COLLISION! Prime 19991 at position 191 (collision #1888)
🌟 COLLISION! Prime 19993 at position 193 (collision #1889)
🌟 COLLISION! Prime 19997 at position 197 (collision #1890)
🌟 COLLISION! Prime 20011 at position 211 (collision #1891)
🌟 COLLISION! Prime 20021 at position 221 (collision #1892)
🌟 COLLISION! Prime 20023 at position 223 (collision #1893)
🌟 COLLISION! Prime 20029 at position 229 (collision #1894)
🌟 COLLISION! Prime 20047 at position 247 (collision #1895)
🌟 COLLISION! Prime 20051 at position 251 (collision #1896)
🌟 COLLISION! Prime 20063 at position 263 (collision #1897)
🌟 COLLISION! Prime 20071 at position 271 (collision #1898)
🌟 COLLISION! Prime 20089 at position 289 (collision #1899)
🌟 COLLISION! Prime 20101 at position 301 (collision #1900)
🌟 COLLISION! Prime 20107 at position 307 (collision #1901)
🌟 COLLISION! Prime 20113 at position 313 (collision #1902)
🌟 COLLISION! Prime 20117 at position 317 (collision #1903)
🌟 COLLISION! Prime 20123 at position 323 (collision #1904)
🌟 COLLISION! Prime 20129 at position 329 (collision #1905)
🌟 COLLISION! Prime 20143 at position 343 (collision #1906)
🌟 COLLISION! Prime 20147 at position 347 (collision #1907)
🌟 COLLISION! Prime 20149 at position 349 (collision #1908)
🌟 COLLISION! Prime 20161 at position 1 (collision #1909)
🌟 COLLISION! Prime 20173 at position 13 (collision #1910)
🌟 COLLISION! Prime 20177 at position 17 (collision #1911)
🌟 COLLISION! Prime 20183 at position 23 (collision #1912)
🌟 COLLISION! Prime 20201 at position 41 (collision #1913)
🌟 COLLISION! Prime 20219 at position 59 (collision #1914)
🌟 COLLISION! Prime 20231 at position 71 (collision #1915)
🌟 COLLISION! Prime 20233 at position 73 (collision #1916)
🌟 COLLISION! Prime 20249 at position 89 (collision #1917)
🌟 COLLISION! Prime 20261 at position 101 (collision #1918)
🌟 COLLISION! Prime 20269 at position 109 (collision #1919)
🌟 COLLISION! Prime 20287 at position 127 (collision #1920)
🌟 COLLISION! Prime 20297 at position 137 (collision #1921)
🌟 COLLISION! Prime 20323 at position 163 (collision #1922)
🌟 COLLISION! Prime 20327 at position 167 (collision #1923)
🌟 COLLISION! Prime 20333 at position 173 (collision #1924)
🌟 COLLISION! Prime 20341 at position 181 (collision #1925)
🌟 COLLISION! Prime 20347 at position 187 (collision #1926)
🌟 COLLISION! Prime 20353 at position 193 (collision #1927)
🌟 COLLISION! Prime 20357 at position 197 (collision #1928)
🌟 COLLISION! Prime 20359 at position 199 (collision #1929)
🌟 COLLISION! Prime 20369 at position 209 (collision #1930)
🌟 COLLISION! Prime 20389 at position 229 (collision #1931)
🌟 COLLISION! Prime 20393 at position 233 (collision #1932)
🌟 COLLISION! Prime 20399 at position 239 (collision #1933)
🌟 COLLISION! Prime 20407 at position 247 (collision #1934)
🌟 COLLISION! Prime 20411 at position 251 (collision #1935)
🌟 COLLISION! Prime 20431 at position 271 (collision #1936)
🌟 COLLISION! Prime 20441 at position 281 (collision #1937)
🌟 COLLISION! Prime 20443 at position 283 (collision #1938)
🌟 COLLISION! Prime 20477 at position 317 (collision #1939)
🌟 COLLISION! Prime 20479 at position 319 (collision #1940)
🌟 COLLISION! Prime 20483 at position 323 (collision #1941)
🌟 COLLISION! Prime 20507 at position 347 (collision #1942)
🌟 COLLISION! Prime 20509 at position 349 (collision #1943)
🌟 COLLISION! Prime 20521 at position 1 (collision #1944)
🌟 COLLISION! Prime 20533 at position 13 (collision #1945)
🌟 COLLISION! Prime 20543 at position 23 (collision #1946)
🌟 COLLISION! Prime 20549 at position 29 (collision #1947)
🌟 COLLISION! Prime 20551 at position 31 (collision #1948)
🌟 COLLISION! Prime 20563 at position 43 (collision #1949)
🌟 COLLISION! Prime 20593 at position 73 (collision #1950)
🌟 COLLISION! Prime 20599 at position 79 (collision #1951)
🌟 COLLISION! Prime 20611 at position 91 (collision #1952)
🌟 COLLISION! Prime 20627 at position 107 (collision #1953)
🌟 COLLISION! Prime 20639 at position 119 (collision #1954)
🌟 COLLISION! Prime 20641 at position 121 (collision #1955)
🌟 COLLISION! Prime 20663 at position 143 (collision #1956)
🌟 COLLISION! Prime 20681 at position 161 (collision #1957)
🌟 COLLISION! Prime 20693 at position 173 (collision #1958)
🌟 COLLISION! Prime 20707 at position 187 (collision #1959)
🌟 COLLISION! Prime 20717 at position 197 (collision #1960)
🌟 COLLISION! Prime 20719 at position 199 (collision #1961)
🌟 COLLISION! Prime 20731 at position 211 (collision #1962)
🌟 COLLISION! Prime 20743 at position 223 (collision #1963)
🌟 COLLISION! Prime 20747 at position 227 (collision #1964)
🌟 COLLISION! Prime 20749 at position 229 (collision #1965)
🌟 COLLISION! Prime 20753 at position 233 (collision #1966)
🌟 COLLISION! Prime 20759 at position 239 (collision #1967)
🌟 COLLISION! Prime 20771 at position 251 (collision #1968)
🌟 COLLISION! Prime 20773 at position 253 (collision #1969)
🌟 COLLISION! Prime 20789 at position 269 (collision #1970)
🌟 COLLISION! Prime 20807 at position 287 (collision #1971)
🌟 COLLISION! Prime 20809 at position 289 (collision #1972)
🌟 COLLISION! Prime 20849 at position 329 (collision #1973)
🌟 COLLISION! Prime 20857 at position 337 (collision #1974)
🌟 COLLISION! Prime 20873 at position 353 (collision #1975)
🌟 COLLISION! Prime 20879 at position 359 (collision #1976)
🌟 COLLISION! Prime 20887 at position 7 (collision #1977)
🌟 COLLISION! Prime 20897 at position 17 (collision #1978)
🌟 COLLISION! Prime 20899 at position 19 (collision #1979)
🌟 COLLISION! Prime 20903 at position 23 (collision #1980)
🌟 COLLISION! Prime 20921 at position 41 (collision #1981)
🌟 COLLISION! Prime 20929 at position 49 (collision #1982)
🌟 COLLISION! Prime 20939 at position 59 (collision #1983)
🌟 COLLISION! Prime 20947 at position 67 (collision #1984)
🌟 COLLISION! Prime 20959 at position 79 (collision #1985)
🌟 COLLISION! Prime 20963 at position 83 (collision #1986)
🌟 COLLISION! Prime 20981 at position 101 (collision #1987)
🌟 COLLISION! Prime 20983 at position 103 (collision #1988)
🌟 COLLISION! Prime 21001 at position 121 (collision #1989)
🌟 COLLISION! Prime 21011 at position 131 (collision #1990)
🌟 COLLISION! Prime 21013 at position 133 (collision #1991)
🌟 COLLISION! Prime 21017 at position 137 (collision #1992)
🌟 COLLISION! Prime 21019 at position 139 (collision #1993)
🌟 COLLISION! Prime 21023 at position 143 (collision #1994)
🌟 COLLISION! Prime 21031 at position 151 (collision #1995)
🌟 COLLISION! Prime 21059 at position 179 (collision #1996)
🌟 COLLISION! Prime 21061 at position 181 (collision #1997)
🌟 COLLISION! Prime 21067 at position 187 (collision #1998)
🌟 COLLISION! Prime 21089 at position 209 (collision #1999)
🌟 COLLISION! Prime 21101 at position 221 (collision #2000)
🌟 COLLISION! Prime 21107 at position 227 (collision #2001)
🌟 COLLISION! Prime 21121 at position 241 (collision #2002)
🌟 COLLISION! Prime 21139 at position 259 (collision #2003)
🌟 COLLISION! Prime 21143 at position 263 (collision #2004)
🌟 COLLISION! Prime 21149 at position 269 (collision #2005)
🌟 COLLISION! Prime 21157 at position 277 (collision #2006)
🌟 COLLISION! Prime 21163 at position 283 (collision #2007)
🌟 COLLISION! Prime 21169 at position 289 (collision #2008)
🌟 COLLISION! Prime 21179 at position 299 (collision #2009)
🌟 COLLISION! Prime 21187 at position 307 (collision #2010)
🌟 COLLISION! Prime 21191 at position 311 (collision #2011)
🌟 COLLISION! Prime 21193 at position 313 (collision #2012)
🌟 COLLISION! Prime 21211 at position 331 (collision #2013)
🌟 COLLISION! Prime 21221 at position 341 (collision #2014)
🌟 COLLISION! Prime 21227 at position 347 (collision #2015)
🌟 COLLISION! Prime 21247 at position 7 (collision #2016)
🌟 COLLISION! Prime 21269 at position 29 (collision #2017)
🌟 COLLISION! Prime 21277 at position 37 (collision #2018)
🌟 COLLISION! Prime 21283 at position 43 (collision #2019)
🌟 COLLISION! Prime 21313 at position 73 (collision #2020)
🌟 COLLISION! Prime 21317 at position 77 (collision #2021)
🌟 COLLISION! Prime 21319 at position 79 (collision #2022)
🌟 COLLISION! Prime 21323 at position 83 (collision #2023)
🌟 COLLISION! Prime 21341 at position 101 (collision #2024)
🌟 COLLISION! Prime 21347 at position 107 (collision #2025)
🌟 COLLISION! Prime 21377 at position 137 (collision #2026)
🌟 COLLISION! Prime 21379 at position 139 (collision #2027)
🌟 COLLISION! Prime 21383 at position 143 (collision #2028)
🌟 COLLISION! Prime 21391 at position 151 (collision #2029)
🌟 COLLISION! Prime 21397 at position 157 (collision #2030)
🌟 COLLISION! Prime 21401 at position 161 (collision #2031)
🌟 COLLISION! Prime 21407 at position 167 (collision #2032)
🌟 COLLISION! Prime 21419 at position 179 (collision #2033)
🌟 COLLISION! Prime 21433 at position 193 (collision #2034)
🌟 COLLISION! Prime 21467 at position 227 (collision #2035)
🌟 COLLISION! Prime 21481 at position 241 (collision #2036)
🌟 COLLISION! Prime 21487 at position 247 (collision #2037)
🌟 COLLISION! Prime 21491 at position 251 (collision #2038)
🌟 COLLISION! Prime 21493 at position 253 (collision #2039)
🌟 COLLISION! Prime 21499 at position 259 (collision #2040)
🌟 COLLISION! Prime 21503 at position 263 (collision #2041)
🌟 COLLISION! Prime 21517 at position 277 (collision #2042)
🌟 COLLISION! Prime 21521 at position 281 (collision #2043)
🌟 COLLISION! Prime 21523 at position 283 (collision #2044)
🌟 COLLISION! Prime 21529 at position 289 (collision #2045)
🌟 COLLISION! Prime 21557 at position 317 (collision #2046)
🌟 COLLISION! Prime 21559 at position 319 (collision #2047)
🌟 COLLISION! Prime 21563 at position 323 (collision #2048)
🌟 COLLISION! Prime 21569 at position 329 (collision #2049)
🌟 COLLISION! Prime 21577 at position 337 (collision #2050)
🌟 COLLISION! Prime 21587 at position 347 (collision #2051)
🌟 COLLISION! Prime 21589 at position 349 (collision #2052)
🌟 COLLISION! Prime 21599 at position 359 (collision #2053)
🌟 COLLISION! Prime 21601 at position 1 (collision #2054)
🌟 COLLISION! Prime 21611 at position 11 (collision #2055)
🌟 COLLISION! Prime 21613 at position 13 (collision #2056)
🌟 COLLISION! Prime 21617 at position 17 (collision #2057)
🌟 COLLISION! Prime 21649 at position 49 (collision #2058)
🌟 COLLISION! Prime 21661 at position 61 (collision #2059)
🌟 COLLISION! Prime 21673 at position 73 (collision #2060)
🌟 COLLISION! Prime 21683 at position 83 (collision #2061)
🌟 COLLISION! Prime 21701 at position 101 (collision #2062)
🌟 COLLISION! Prime 21713 at position 113 (collision #2063)
🌟 COLLISION! Prime 21727 at position 127 (collision #2064)
