n,is_prime,was_skipped,z1_score,z4_score
46642,0,False,0.8285458152002014,4.36461903797079
46643,1,False,0.621409361400151,3.2734642784780927
46644,0,True,4.845236614945739,19.670816724864714
46645,0,True,2.4226183074728693,9.835408362432357
46646,0,False,1.6150788716485793,6.556938908288237
46647,0,False,1.2113091537364347,4.917704181216179
46648,0,False,0.9690473229891476,3.9341633449729425
46649,1,False,0.8075394358242897,3.2784694541441186
46650,0,True,1.5005646675313367,10.60811482990583
46651,0,False,0.7502823337656683,5.304057414952915
46652,0,False,0.5001882225104455,3.5360382766352765
46653,0,False,0.37514116688283417,2.6520287074764575
46654,0,False,0.30011293350626733,2.121622965981166
46655,0,False,0.25009411125522274,1.7680191383176382
46656,0,False,0.21436638107590522,1.5154449757008326
46657,0,False,0.18757058344141708,1.3260143537382287
46658,0,False,0.16672940750348186,1.1786794255450923
46659,0,False,0.15005646675313367,1.060811482990583
46660,0,False,0.13641496977557607,0.9643740754459845
46661,0,False,0.12504705562761137,0.8840095691588191
46662,0,False,0.11542805134856436,0.8160088330696792
46663,1,False,0.10718319053795261,0.7577224878504163
46664,0,True,2.650144249643676,13.535618550221024
46665,0,True,1.325072124821838,6.767809275110512
46666,0,False,0.8833814165478922,4.511872850073675
46667,0,False,0.662536062410919,3.383904637555256
46668,0,False,0.5300288499287352,2.707123710044205
46669,0,False,0.4416907082739461,2.2559364250368374
46670,0,False,0.3785920356633823,1.9336597928887176
46671,0,False,0.3312680312054595,1.691952318777628
46672,0,False,0.29446047218263066,1.5039576166912247
46673,0,False,0.2650144249643676,1.3535618550221025
46674,0,False,0.24092220451306148,1.2305107772928203
46675,0,False,0.22084535413697304,1.1279682125184187
46676,0,False,0.2038572499725905,1.041201426940079
46677,0,False,0.18929601783169114,0.9668298964443588
46678,0,False,0.1766762833095784,0.9023745700147349
46679,1,False,0.16563401560272975,0.845976159388814
46680,0,True,5.117032607792827,20.44880590783181
46681,1,False,2.5585163038964134,10.224402953915906
46682,0,True,6.36727345968513,24.038003694918068
46683,0,True,3.183636729842565,12.019001847459034
46684,0,True,2.12242448656171,8.012667898306024
46685,0,False,1.5918183649212825,6.009500923729517
46686,0,False,1.273454691937026,4.807600738983614
46687,1,False,1.061212243280855,4.006333949153012
46688,0,True,2.8159263568971773,13.985302969777765
46689,0,True,1.4079631784485886,6.992651484888882
46690,0,False,0.9386421189657258,4.6617676565925885
46691,1,False,0.7039815892242943,3.496325742444441
46692,0,True,5.2076695824889745,20.708670571334217
46693,0,True,2.6038347912444872,10.354335285667108
46694,0,True,1.735889860829658,6.902890190444738
46695,0,False,1.3019173956222436,5.177167642833554
46696,0,False,1.0415339164977948,4.141734114266844
46697,0,False,0.867944930414829,3.451445095222369
46698,0,False,0.743952797498425,2.958381510190603
46699,0,False,0.6509586978111218,2.588583821416777
46700,0,False,0.578629953609886,2.300963396814913
46701,0,False,0.5207669582488974,2.070867057133422
46702,0,False,0.47342450749899767,1.882606415575838
46703,1,False,0.4339724652074145,1.7257225476111846
46704,0,True,5.29831498218181,20.96875406918409
46705,0,True,2.649157491090905,10.484377034592045
46706,0,True,1.7661049940606035,6.989584689728031
46707,0,False,1.3245787455454525,5.2421885172960225
46708,0,False,1.0596629964363622,4.193750813836818
46709,0,False,0.8830524970303018,3.4947923448640155
46710,0,False,0.7569021403116872,2.9955362955977276
46711,0,False,0.6622893727727263,2.6210942586480113
46712,0,False,0.5887016646868678,2.3298615632426767
46713,0,False,0.5298314982181811,2.096875406918409
46714,0,False,0.4816649983801646,1.9062503699258264
46715,0,False,0.4415262485151509,1.7473961724320077
46716,0,False,0.4075626909370623,1.6129810822449302
46717,0,False,0.3784510701558436,1.4977681477988638
46718,0,False,0.3532209988121207,1.397916937945606
46719,0,False,0.33114468638636313,1.3105471293240056
46720,0,False,0.3116655871871653,1.2334561217167113
46721,0,False,0.2943508323434339,1.1649307816213383
46722,0,False,0.2788586832727269,1.1036186352202153
46723,1,False,0.26491574910909055,1.0484377034592045
46724,0,True,3.066683663583762,14.672607101948481
46725,0,True,1.533341831791881,7.3363035509742405
46726,0,False,1.022227887861254,4.890869033982828
46727,1,False,0.7666709158959405,3.6681517754871202
46728,0,True,5.479607210703475,21.489470923588815
46729,0,True,2.7398036053517374,10.744735461794408
46730,0,True,1.8265357369011581,7.163156974529605
46731,0,False,1.3699018026758687,5.372367730897204
46732,0,False,1.095921442140695,4.297894184717763
46733,0,False,0.9132678684505791,3.5815784872648027
46734,0,False,0.7828010301004963,3.0699244176555447
46735,0,False,0.6849509013379343,2.686183865448602
46736,0,False,0.6088452456337193,2.387718991509868
46737,0,False,0.5479607210703475,2.1489470923588816
46738,0,False,0.4981461100639522,1.9535882657808012
46739,0,False,0.45663393422528953,1.7907892436324013
46740,0,False,0.4215082469771903,1.6530362248914472
46741,0,False,0.39140051505024814,1.5349622088277723
46742,0,False,0.3653071473802317,1.432631394905921
46743,0,False,0.3424754506689672,1.343091932724301
46744,0,False,0.3223298359237338,1.264086524916989
46745,0,False,0.30442262281685967,1.193859495754934
